"","SiteID","Usage","date"
"2464",1451,2,2022-04-30
"2465",1451,3,2022-05-31
"2466",1451,10,2022-06-30
"2467",1451,13,2022-07-31
"2468",1451,18,2022-08-31
"2469",1451,12,2022-09-30
"2470",1417,5,2022-04-30
"2471",1417,4,2022-05-31
"2472",1417,8,2022-06-30
"2473",1417,5,2022-07-31
"2474",1417,7,2022-08-31
"2475",1417,7,2022-09-30
"2476",1418,3,2022-04-30
"2477",1418,4,2022-05-31
"2478",1418,5,2022-06-30
"2479",1418,5,2022-07-31
"2480",1418,6,2022-08-31
"2481",1418,5,2022-09-30
"2482",1419,4,2022-04-30
"2483",1419,0,2022-05-31
"2484",1419,23,2022-06-30
"2485",1419,0,2022-07-31
"2486",1419,155,2022-08-31
"2487",1419,41,2022-09-30
"2488",1420,4,2022-04-30
"2489",1420,0,2022-05-31
"2490",1420,0,2022-05-31
"2491",1420,0,2022-06-30
"2492",1420,0,2022-06-30
"2493",1420,0,2022-07-31
"2494",1420,0,2022-08-31
"2495",1420,0,2022-09-30
"2496",1421,2,2022-04-30
"2497",1421,3,2022-05-31
"2498",1421,4,2022-06-30
"2499",1421,89,2022-07-31
"2500",1421,98,2022-08-31
"2501",1421,49,2022-09-30
"2502",1422,4,2022-04-30
"2503",1422,6,2022-05-31
"2504",1422,33,2022-06-30
"2505",1422,62,2022-07-31
"2506",1422,68,2022-08-31
"2507",1422,42,2022-09-30
"2508",1423,3,2022-04-30
"2509",1423,0,2022-05-31
"2510",1423,85,2022-06-30
"2511",1423,57,2022-07-31
"2512",1423,85,2022-08-31
"2513",1423,65,2022-09-30
"2514",1452,5,2022-04-30
"2515",1452,5,2022-05-31
"2516",1452,2,2022-06-30
"2517",1452,3,2022-07-31
"2518",1452,30,2022-08-31
"2519",1452,19,2022-09-30
"2520",1424,3,2022-04-30
"2521",1424,4,2022-05-31
"2522",1424,6,2022-06-30
"2523",1424,6,2022-07-31
"2524",1424,10,2022-08-31
"2525",1424,15,2022-09-30
"2526",1425,6,2022-04-30
"2527",1425,8,2022-05-31
"2528",1425,22,2022-06-30
"2529",1425,37,2022-07-31
"2530",1425,28,2022-08-31
"2531",1425,29,2022-09-30
"2532",1426,9,2022-04-30
"2533",1426,8,2022-05-31
"2534",1426,9,2022-06-30
"2535",1426,8,2022-07-31
"2536",1426,13,2022-08-31
"2537",1426,10,2022-09-30
"2538",1427,0,2022-04-30
"2539",1427,0,2022-05-31
"2540",1427,0,2022-06-30
"2541",1427,0,2022-07-31
"2542",1427,0,2022-08-31
"2543",1427,0,2022-09-30
"2544",1428,5,2022-04-30
"2545",1428,6,2022-05-31
"2546",1428,9,2022-06-30
"2547",1428,10,2022-07-31
"2548",1428,11,2022-08-31
"2549",1428,7,2022-09-30
"2550",1429,8,2022-04-30
"2551",1429,0,2022-05-31
"2552",1429,0,2022-06-30
"2553",1429,0,2022-07-31
"2554",1429,0,2022-08-31
"2555",1429,0,2022-09-30
"2556",1430,2,2022-04-30
"2557",1430,1,2022-05-31
"2558",1430,3,2022-06-30
"2559",1430,0,2022-07-31
"2560",1430,0,2022-08-31
"2561",1430,0,2022-09-30
"2562",1431,3,2022-04-30
"2563",1431,5,2022-05-31
"2564",1431,3,2022-06-30
"2565",1431,2,2022-07-31
"2566",1431,0,2022-08-31
"2567",1431,0,2022-09-30
"2568",1431,0,2022-09-30
"2569",1432,11,2022-04-30
"2570",1432,1,2022-05-31
"2571",1432,4,2022-06-30
"2572",1432,12,2022-07-31
"2573",1432,0,2022-08-31
"2574",1432,20,2022-09-30
"2575",1433,22,2022-04-30
"2576",1433,3,2022-05-31
"2577",1433,30,2022-06-30
"2578",1433,71,2022-07-31
"2579",1433,49,2022-08-31
"2580",1433,28,2022-09-30
"2581",1434,4,2022-04-30
"2582",1434,4,2022-05-31
"2583",1434,12,2022-06-30
"2584",1434,54,2022-07-31
"2585",1434,43,2022-08-31
"2586",1434,18,2022-09-30
"2587",1435,1,2022-04-30
"2588",1435,3,2022-05-31
"2589",1435,26,2022-06-30
"2590",1435,37,2022-07-31
"2591",1435,62,2022-08-31
"2592",1435,43,2022-09-30
"2593",1436,0,2022-04-30
"2594",1436,0,2022-05-31
"2595",1436,0,2022-06-30
"2596",1436,0,2022-07-31
"2597",1436,151,2022-08-31
"2598",1436,0,2022-09-30
"2599",1437,4,2022-04-30
"2600",1437,9,2022-05-31
"2601",1437,7,2022-06-30
"2602",1437,4,2022-07-31
"2603",1437,5,2022-08-31
"2604",1437,5,2022-09-30
"2605",1438,3,2022-04-30
"2606",1438,3,2022-05-31
"2607",1438,5,2022-06-30
"2608",1438,2,2022-07-31
"2609",1438,3,2022-08-31
"2610",1438,4,2022-09-30
"2611",1439,7,2022-04-30
"2612",1439,7,2022-05-31
"2613",1439,37,2022-06-30
"2614",1439,37,2022-07-31
"2615",1439,93,2022-08-31
"2616",1439,38,2022-09-30
"2617",1440,5,2022-04-30
"2618",1440,10,2022-05-31
"2619",1440,30,2022-06-30
"2620",1440,81,2022-07-31
"2621",1440,128,2022-08-31
"2622",1440,69,2022-09-30
"2623",1441,0,2022-07-31
"2624",1441,1,2022-07-31
"2625",1441,0,2022-08-31
"2626",1441,0,2022-09-30
"2627",1442,3,2022-04-30
"2628",1442,2,2022-05-31
"2629",1442,26,2022-06-30
"2630",1442,38,2022-07-31
"2631",1442,48,2022-08-31
"2632",1442,44,2022-09-30
"2633",1443,7,2022-04-30
"2634",1443,5,2022-05-31
"2635",1443,8,2022-06-30
"2636",1443,3,2022-07-31
"2637",1443,9,2022-08-31
"2638",1443,14,2022-09-30
"2639",1444,5,2022-04-30
"2640",1444,7,2022-05-31
"2641",1444,33,2022-06-30
"2642",1444,50,2022-07-31
"2643",1444,60,2022-08-31
"2644",1444,45,2022-09-30
"2645",1445,0,2022-04-30
"2646",1445,1,2022-05-31
"2647",1445,12,2022-06-30
"2648",1445,14,2022-07-31
"2649",1445,17,2022-08-31
"2650",1445,10,2022-09-30
"2651",1446,5,2022-04-30
"2652",1446,5,2022-05-31
"2653",1446,8,2022-06-30
"2654",1446,5,2022-07-31
"2655",1446,8,2022-08-31
"2656",1446,3,2022-09-30
"2657",1447,4,2022-04-30
"2658",1447,4,2022-05-31
"2659",1447,7,2022-06-30
"2660",1447,3,2022-07-31
"2661",1447,4,2022-08-31
"2662",1447,4,2022-09-30
"2663",1448,5,2022-04-30
"2664",1448,6,2022-05-31
"2665",1448,8,2022-06-30
"2666",1448,8,2022-07-31
"2667",1448,8,2022-08-31
"2668",1448,9,2022-09-30
"2669",1449,9,2022-04-30
"2670",1449,10,2022-05-31
"2671",1449,10,2022-06-30
"2672",1449,9,2022-07-31
"2673",1449,12,2022-08-31
"2674",1449,7,2022-09-30
"2675",1450,0,2022-06-30
"2676",1450,0,2022-06-30
"2677",1450,0,2022-07-31
"2678",1450,0,2022-08-31
"2679",1450,0,2022-09-30
"2680",1453,7,2022-04-30
"2681",1453,7,2022-05-31
"2682",1453,11,2022-06-30
"2683",1453,6,2022-07-31
"2684",1453,10,2022-08-31
"2685",1453,7,2022-09-30
"2686",1454,2,2022-04-30
"2687",1454,3,2022-05-31
"2688",1454,11,2022-06-30
"2689",1454,38,2022-07-31
"2690",1454,23,2022-08-31
"2691",1454,25,2022-09-30
"2692",1455,0,2022-04-30
"2693",1455,0,2022-05-31
"2694",1455,0,2022-06-30
"2695",1455,0,2022-07-31
"2696",1455,0,2022-08-31
"2697",1455,122,2022-09-30
"2698",1456,6,2022-04-30
"2699",1456,6,2022-05-31
"2700",1456,33,2022-06-30
"2701",1456,38,2022-07-31
"2702",1456,26,2022-08-31
"2703",1456,20,2022-09-30
"2704",1457,3,2022-04-30
"2705",1457,3,2022-05-31
"2706",1457,10,2022-06-30
"2707",1457,4,2022-07-31
"2708",1457,10,2022-08-31
"2709",1457,8,2022-09-30
"2710",1458,7,2022-04-30
"2711",1458,9,2022-05-31
"2712",1458,22,2022-06-30
"2713",1458,50,2022-07-31
"2714",1458,30,2022-08-31
"2715",1458,26,2022-09-30
"2716",1459,6,2022-04-30
"2717",1459,6,2022-05-31
"2718",1459,23,2022-06-30
"2719",1459,64,2022-07-31
"2720",1459,72,2022-08-31
"2721",1459,58,2022-09-30
"2722",1460,0,2022-04-30
"2723",1460,10,2022-05-31
"2724",1460,6,2022-06-30
"2725",1460,9,2022-07-31
"2726",1460,7,2022-08-31
"2727",1460,10,2022-09-30
"2728",1461,0,2022-04-30
"2729",1461,32,2022-05-31
"2730",1461,8,2022-06-30
"2731",1461,4,2022-07-31
"2732",1461,8,2022-08-31
"2733",1461,4,2022-09-30
"2734",1462,2,2022-04-30
"2735",1462,1,2022-05-31
"2736",1462,2,2022-06-30
"2737",1462,2,2022-07-31
"2738",1462,2,2022-08-31
"2739",1462,2,2022-09-30
"2740",1463,0,2022-04-30
"2741",1463,0,2022-05-31
"2742",1463,0,2022-06-30
"2743",1463,34,2022-07-31
"2744",1463,9,2022-08-31
"2745",1463,4,2022-09-30
"2746",1464,2,2022-04-30
"2747",1464,2,2022-05-31
"2748",1464,4,2022-06-30
"2749",1464,4,2022-07-31
"2750",1464,19,2022-08-31
"2751",1464,1,2022-09-30
"2752",1465,0,2022-06-30
"2753",1465,27,2022-06-30
"2754",1465,29,2022-07-31
"2755",1465,59,2022-08-31
"2756",1465,25,2022-09-30
"2757",1466,1,2022-04-30
"2758",1466,1,2022-05-31
"2759",1466,35,2022-06-30
"2760",1466,49,2022-07-31
"2761",1466,37,2022-08-31
"2762",1466,26,2022-09-30
"2763",1467,7,2022-04-30
"2764",1467,11,2022-05-31
"2765",1467,43,2022-06-30
"2766",1467,62,2022-07-31
"2767",1467,72,2022-08-31
"2768",1467,40,2022-09-30
"2769",1468,2,2022-04-30
"2770",1468,4,2022-05-31
"2771",1468,6,2022-06-30
"2772",1468,2,2022-07-31
"2773",1468,4,2022-08-31
"2774",1468,4,2022-09-30
"2775",1469,4,2022-04-30
"2776",1469,7,2022-05-31
"2777",1469,27,2022-06-30
"2778",1469,40,2022-07-31
"2779",1469,50,2022-08-31
"2780",1469,36,2022-09-30
"2781",1470,4,2022-04-30
"2782",1470,7,2022-05-31
"2783",1470,8,2022-06-30
"2784",1470,4,2022-07-31
"2785",1470,5,2022-08-31
"2786",1470,5,2022-09-30
"2787",1471,0,2022-04-30
"2788",1471,0,2022-04-30
"2789",1472,5,2022-04-30
"2790",1471,0,2022-05-31
"2791",1472,1,2022-05-31
"2792",1471,0,2022-06-30
"2793",1472,64,2022-06-30
"2794",1471,0,2022-07-31
"2795",1472,0,2022-07-31
"2796",1471,0,2022-08-31
"2797",1471,0,2022-09-30
"2798",1473,2,2022-04-30
"2799",1473,1,2022-05-31
"2800",1473,4,2022-06-30
"2801",1473,27,2022-07-31
"2802",1473,18,2022-08-31
"2803",1473,13,2022-09-30
"2804",1474,9,2022-04-30
"2805",1474,9,2022-05-31
"2806",1474,13,2022-06-30
"2807",1474,11,2022-07-31
"2808",1474,11,2022-08-31
"2809",1474,8,2022-09-30
"2810",1475,3,2022-04-30
"2811",1475,3,2022-05-31
"2812",1475,7,2022-06-30
"2813",1475,3,2022-07-31
"2814",1475,4,2022-08-31
"2815",1475,4,2022-09-30
"2816",1476,32,2022-04-30
"2817",1476,5,2022-05-31
"2818",1476,0,2022-06-30
"2819",1476,10,2022-07-31
"2820",1476,4,2022-08-31
"2821",1476,3,2022-09-30
"2822",1477,1,2022-04-30
"2823",1477,1,2022-05-31
"2824",1477,0,2022-06-30
"2825",1477,0,2022-07-31
"2826",1477,0,2022-08-31
"2827",1478,4,2022-04-30
"2828",1478,6,2022-05-31
"2829",1478,6,2022-06-30
"2830",1478,6,2022-07-31
"2831",1478,11,2022-08-31
"2832",1478,6,2022-09-30
"2833",1479,0,2022-06-30
"2834",1479,3,2022-06-30
"2835",1479,15,2022-07-31
"2836",1479,11,2022-08-31
"2837",1479,5,2022-09-30
"2838",1480,5,2022-04-30
"2839",1480,9,2022-05-31
"2840",1480,33,2022-06-30
"2841",1480,57,2022-07-31
"2842",1480,62,2022-08-31
"2843",1480,51,2022-09-30
"2844",1481,4,2022-04-30
"2845",1481,4,2022-05-31
"2846",1481,6,2022-06-30
"2847",1481,4,2022-07-31
"2848",1481,4,2022-08-31
"2849",1481,5,2022-09-30
"2850",1482,1,2022-04-30
"2851",1482,2,2022-05-31
"2852",1482,2,2022-06-30
"2853",1482,2,2022-07-31
"2854",1482,4,2022-08-31
"2855",1482,3,2022-09-30
"2856",1483,9,2022-04-30
"2857",1483,12,2022-05-31
"2858",1483,43,2022-06-30
"2859",1483,78,2022-07-31
"2860",1483,76,2022-08-31
"2861",1483,65,2022-09-30
"2862",1484,0,2022-04-30
"2863",1484,0,2022-05-31
"2864",1484,0,2022-06-30
"2865",1484,0,2022-07-31
"2866",1484,0,2022-08-31
"2867",1484,0,2022-09-30
"2868",1485,3,2022-04-30
"2869",1485,8,2022-05-31
"2870",1485,35,2022-06-30
"2871",1485,26,2022-07-31
"2872",1485,27,2022-08-31
"2873",1485,20,2022-09-30
"2874",1486,0,2022-04-30
"2875",1486,34,2022-05-31
"2876",1486,0,2022-06-30
"2877",1486,19,2022-07-31
"2878",1486,9,2022-08-31
"2879",1486,5,2022-09-30
"2880",1487,2,2022-04-30
"2881",1487,2,2022-05-31
"2882",1487,2,2022-06-30
"2883",1487,2,2022-07-31
"2884",1487,1,2022-08-31
"2885",1487,3,2022-09-30
"2886",1488,0,2022-04-30
"2887",1488,2,2022-05-31
"2888",1488,3,2022-06-30
"2889",1488,3,2022-07-31
"2890",1488,3,2022-08-31
"2891",1488,1,2022-09-30
"2892",1489,6,2022-04-30
"2893",1489,5,2022-05-31
"2894",1489,7,2022-06-30
"2895",1489,5,2022-07-31
"2896",1489,7,2022-08-31
"2897",1489,6,2022-09-30
"2898",1490,3,2022-04-30
"2899",1490,4,2022-05-31
"2900",1490,5,2022-06-30
"2901",1490,4,2022-07-31
"2902",1490,5,2022-08-31
"2903",1490,4,2022-09-30
"2904",1491,4,2022-04-30
"2905",1491,4,2022-05-31
"2906",1491,4,2022-06-30
"2907",1491,3,2022-07-31
"2908",1491,5,2022-08-31
"2909",1491,4,2022-09-30
"2910",1492,4,2022-04-30
"2911",1492,4,2022-05-31
"2912",1492,30,2022-06-30
"2913",1492,34,2022-07-31
"2914",1492,49,2022-08-31
"2915",1492,18,2022-09-30
"2916",1493,2,2022-04-30
"2917",1493,18,2022-05-31
"2918",1493,35,2022-06-30
"2919",1493,52,2022-07-31
"2920",1493,46,2022-08-31
"2921",1493,38,2022-09-30
"2922",1494,3,2022-04-30
"2923",1494,5,2022-05-31
"2924",1494,28,2022-06-30
"2925",1494,45,2022-07-31
"2926",1494,42,2022-08-31
"2927",1494,28,2022-09-30
"2928",1495,0,2022-04-30
"2929",1495,7,2022-05-31
"2930",1495,6,2022-06-30
"2931",1495,5,2022-07-31
"2932",1495,6,2022-08-31
"2933",1495,3,2022-09-30
"2934",1496,4,2022-04-30
"2935",1496,3,2022-05-31
"2936",1496,7,2022-06-30
"2937",1496,5,2022-07-31
"2938",1496,5,2022-08-31
"2939",1496,4,2022-09-30
"2940",1497,4,2022-04-30
"2941",1497,8,2022-05-31
"2942",1497,19,2022-06-30
"2943",1497,26,2022-07-31
"2944",1497,29,2022-08-31
"2945",1497,19,2022-09-30
"2946",1498,3,2022-04-30
"2947",1498,4,2022-05-31
"2948",1498,5,2022-06-30
"2949",1498,3,2022-07-31
"2950",1498,5,2022-08-31
"2951",1498,2,2022-09-30
"2952",1499,45,2022-04-30
"2953",1499,6,2022-05-31
"2954",1499,0,2022-06-30
"2955",1499,465,2022-07-31
"2956",1499,24,2022-08-31
"2957",1499,6,2022-09-30
"2958",1500,4,2022-04-30
"2959",1500,6,2022-05-31
"2960",1500,12,2022-06-30
"2961",1500,16,2022-07-31
"2962",1500,16,2022-08-31
"2963",1500,15,2022-09-30
"2964",1501,0,2022-04-30
"2965",1501,0,2022-05-31
"2966",1501,0,2022-06-30
"2967",1501,0,2022-07-31
"2968",1501,0,2022-08-31
"2969",1501,0,2022-09-30
"2970",1502,3,2022-04-30
"2971",1502,4,2022-05-31
"2972",1502,4,2022-06-30
"2973",1502,4,2022-07-31
"2974",1502,5,2022-08-31
"2975",1502,2,2022-09-30
"2976",1503,0,2022-04-30
"2977",1503,0,2022-05-31
"2978",1503,664,2022-06-30
"2979",1503,55,2022-07-31
"2980",1503,37,2022-08-31
"2981",1503,28,2022-09-30
"2982",1504,34,2022-04-30
"2983",1504,5,2022-05-31
"2984",1504,7,2022-06-30
"2985",1504,6,2022-07-31
"2986",1504,6,2022-08-31
"2987",1504,5,2022-09-30
"2988",1505,2,2022-04-30
"2989",1505,3,2022-05-31
"2990",1505,22,2022-06-30
"2991",1505,30,2022-07-31
"2992",1505,40,2022-08-31
"2993",1505,32,2022-09-30
"2994",1506,2,2022-04-30
"2995",1506,3,2022-05-31
"2996",1506,4,2022-06-30
"2997",1506,4,2022-07-31
"2998",1506,3,2022-08-31
"2999",1506,3,2022-09-30
"3000",1507,0,2022-04-30
"3001",1507,0,2022-05-31
"3002",1507,0,2022-06-30
"3003",1508,0,2022-04-30
"3004",1508,3,2022-05-31
"3005",1508,0,2022-06-30
"3006",1508,7,2022-07-31
"3007",1508,3,2022-08-31
"3008",1508,2,2022-09-30
"3009",1509,0,2022-04-30
"3010",1509,0,2022-05-31
"3011",1509,0,2022-06-30
"3012",1509,0,2022-07-31
"3013",1509,0,2022-08-31
"3014",1509,0,2022-09-30
"3015",1510,4,2022-04-30
"3016",1510,6,2022-05-31
"3017",1510,11,2022-06-30
"3018",1510,5,2022-07-31
"3019",1510,9,2022-08-31
"3020",1510,5,2022-09-30
"3021",1511,0,2022-04-30
"3022",1511,0,2022-05-31
"3023",1511,0,2022-06-30
"3024",1511,0,2022-07-31
"3025",1511,0,2022-08-31
"3026",1511,0,2022-09-30
"3027",1512,4,2022-04-30
"3028",1512,4,2022-05-31
"3029",1512,19,2022-06-30
"3030",1512,22,2022-07-31
"3031",1512,28,2022-08-31
"3032",1512,15,2022-09-30
"3033",1513,0,2022-07-31
"3034",1513,1,2022-07-31
"3035",1513,0,2022-08-31
"3036",1513,0,2022-09-30
"3037",1514,0,2022-04-30
"3038",1514,0,2022-05-31
"3039",1514,0,2022-06-30
"3040",1514,0,2022-07-31
"3041",1514,0,2022-08-31
"3042",1514,0,2022-09-30
"3043",1515,0,2022-04-30
"3044",1515,0,2022-05-31
"3045",1515,0,2022-06-30
"3046",1515,0,2022-07-31
"3047",1515,0,2022-08-31
"3048",1515,0,2022-09-30
"3049",1516,5,2022-04-30
"3050",1516,8,2022-05-31
"3051",1516,7,2022-06-30
"3052",1516,0,2022-07-31
"3053",1516,14,2022-08-31
"3054",1516,0,2022-09-30
"3055",1517,0,2022-04-30
"3056",1517,25,2022-05-31
"3057",1517,0,2022-06-30
"3058",1517,0,2022-07-31
"3059",1517,0,2022-08-31
"3060",1517,13,2022-09-30
"3061",1518,0,2022-06-30
"3062",1518,0,2022-06-30
"3063",1518,0,2022-07-31
"3064",1518,0,2022-08-31
"3065",1518,0,2022-09-30
"3066",1519,2,2022-04-30
"3067",1519,0,2022-05-31
"3068",1519,9,2022-06-30
"3069",1519,4,2022-07-31
"3070",1519,4,2022-08-31
"3071",1519,4,2022-09-30
"3072",1520,2,2022-04-30
"3073",1520,4,2022-05-31
"3074",1520,35,2022-06-30
"3075",1520,27,2022-07-31
"3076",1520,28,2022-08-31
"3077",1520,30,2022-09-30
"3078",1521,2,2022-04-30
"3079",1521,3,2022-05-31
"3080",1521,2,2022-06-30
"3081",1521,3,2022-07-31
"3082",1521,2,2022-08-31
"3083",1521,2,2022-09-30
"3084",1522,6,2022-04-30
"3085",1522,8,2022-05-31
"3086",1522,7,2022-06-30
"3087",1522,6,2022-07-31
"3088",1522,8,2022-08-31
"3089",1522,7,2022-09-30
"3090",1523,2,2022-04-30
"3091",1523,1,2022-05-31
"3092",1523,7,2022-06-30
"3093",1523,14,2022-07-31
"3094",1523,19,2022-08-31
"3095",1523,13,2022-09-30
"3096",1524,11,2022-04-30
"3097",1524,9,2022-05-31
"3098",1524,11,2022-06-30
"3099",1524,16,2022-07-31
"3100",1524,13,2022-08-31
"3101",1524,11,2022-09-30
"3102",1525,4,2022-04-30
"3103",1525,5,2022-05-31
"3104",1525,9,2022-06-30
"3105",1525,5,2022-07-31
"3106",1525,6,2022-08-31
"3107",1525,2,2022-09-30
"3108",1526,5,2022-04-30
"3109",1526,8,2022-05-31
"3110",1526,11,2022-06-30
"3111",1526,10,2022-07-31
"3112",1526,15,2022-08-31
"3113",1526,0,2022-09-30
"3114",19,3,2022-04-30
"3115",19,5,2022-05-31
"3116",19,15,2022-06-30
"3117",19,60,2022-07-31
"3118",19,68,2022-08-31
"3119",19,44,2022-09-30
"3120",1527,0,2022-04-30
"3121",1527,1,2022-05-31
"3122",1527,1,2022-06-30
"3123",1527,1,2022-07-31
"3124",1527,1,2022-08-31
"3125",1527,0,2022-09-30
"3126",1528,1,2022-04-30
"3127",1528,1,2022-05-31
"3128",1528,1,2022-06-30
"3129",1528,1,2022-07-31
"3130",1528,1,2022-08-31
"3131",1528,1,2022-09-30
"3132",1529,1,2022-04-30
"3133",1529,2,2022-05-31
"3134",1529,15,2022-06-30
"3135",1529,33,2022-07-31
"3136",1529,23,2022-08-31
"3137",1529,15,2022-09-30
"3138",1530,7,2022-04-30
"3139",1530,19,2022-05-31
"3140",1530,15,2022-06-30
"3141",1530,0,2022-07-31
"3142",1530,34,2022-08-31
"3143",1530,13,2022-09-30
"3144",1531,6,2022-04-30
"3145",1531,6,2022-05-31
"3146",1531,8,2022-06-30
"3147",1531,6,2022-07-31
"3148",1531,7,2022-08-31
"3149",1531,7,2022-09-30
"3150",1532,4,2022-04-30
"3151",1532,5,2022-05-31
"3152",1532,7,2022-06-30
"3153",1532,5,2022-07-31
"3154",1532,7,2022-08-31
"3155",1532,6,2022-09-30
"3156",1533,0,2022-07-31
"3157",1533,0,2022-07-31
"3158",1533,3,2022-08-31
"3159",1533,2,2022-09-30
"3160",1534,0,2022-04-30
"3161",1534,0,2022-05-31
"3162",1534,0,2022-06-30
"3163",1534,0,2022-07-31
"3164",1534,0,2022-08-31
"3165",1534,0,2022-09-30
"3166",1535,4,2022-04-30
"3167",1535,5,2022-05-31
"3168",1535,6,2022-06-30
"3169",1535,6,2022-07-31
"3170",1535,6,2022-08-31
"3171",1535,5,2022-09-30
"3172",1536,5,2022-04-30
"3173",1536,7,2022-05-31
"3174",1536,28,2022-06-30
"3175",1536,31,2022-07-31
"3176",1536,38,2022-08-31
"3177",1536,20,2022-09-30
"3178",1537,0,2022-04-30
"3179",1537,0,2022-04-30
"3180",1537,7,2022-05-31
"3181",1537,12,2022-06-30
"3182",1537,43,2022-07-31
"3183",1537,26,2022-08-31
"3184",1537,4,2022-09-30
"3185",1538,0,2022-04-30
"3186",1538,0,2022-05-31
"3187",1538,0,2022-06-30
"3188",1538,0,2022-07-31
"3189",1538,99,2022-08-31
"3190",1538,3,2022-09-30
"3191",1539,0,2022-04-30
"3192",1539,12,2022-05-31
"3193",1539,36,2022-06-30
"3194",1539,6,2022-07-31
"3195",1539,9,2022-08-31
"3196",1539,7,2022-09-30
"3197",1540,1,2022-04-30
"3198",1540,2,2022-05-31
"3199",1540,2,2022-06-30
"3200",1540,2,2022-07-31
"3201",1540,3,2022-08-31
"3202",1540,2,2022-09-30
"3203",20,5,2022-04-30
"3204",20,5,2022-05-31
"3205",20,21,2022-06-30
"3206",20,31,2022-07-31
"3207",20,20,2022-08-31
"3208",20,20,2022-09-30
"3209",1541,8,2022-04-30
"3210",1541,8,2022-05-31
"3211",1541,8,2022-06-30
"3212",1541,9,2022-07-31
"3213",1541,11,2022-08-31
"3214",1541,9,2022-09-30
"3215",1542,7,2022-04-30
"3216",1542,11,2022-05-31
"3217",1542,30,2022-06-30
"3218",1542,43,2022-07-31
"3219",1542,40,2022-08-31
"3220",1542,26,2022-09-30
"3221",1543,13,2022-04-30
"3222",1543,5,2022-05-31
"3223",1543,67,2022-06-30
"3224",1543,80,2022-07-31
"3225",1543,24,2022-08-31
"3226",1543,42,2022-09-30
"3227",1544,0,2022-04-30
"3228",1544,1,2022-05-31
"3229",1544,3,2022-06-30
"3230",1544,3,2022-07-31
"3231",1544,1,2022-08-31
"3232",1544,1,2022-09-30
"3233",1545,5,2022-04-30
"3234",1545,5,2022-05-31
"3235",1545,8,2022-06-30
"3236",1545,6,2022-07-31
"3237",1545,9,2022-08-31
"3238",1545,3,2022-09-30
"3239",1546,1,2022-04-30
"3240",1546,0,2022-05-31
"3241",1546,3,2022-06-30
"3242",1546,2,2022-07-31
"3243",1546,6,2022-08-31
"3244",1546,7,2022-09-30
"3245",1547,4,2022-04-30
"3246",1547,4,2022-05-31
"3247",1547,3,2022-06-30
"3248",1547,4,2022-07-31
"3249",1547,15,2022-08-31
"3250",1547,18,2022-09-30
"3251",1548,2,2022-04-30
"3252",1548,1,2022-05-31
"3253",1548,13,2022-06-30
"3254",1548,18,2022-07-31
"3255",1548,18,2022-08-31
"3256",1548,20,2022-09-30
"3257",1549,0,2022-04-30
"3258",1549,11,2022-05-31
"3259",1549,9,2022-06-30
"3260",1549,8,2022-07-31
"3261",1549,7,2022-08-31
"3262",1549,5,2022-09-30
"3263",1550,0,2022-07-31
"3264",1550,2,2022-07-31
"3265",1550,4,2022-08-31
"3266",1550,0,2022-09-30
"3267",1551,3,2022-04-30
"3268",1551,3,2022-05-31
"3269",1551,3,2022-06-30
"3270",1551,4,2022-07-31
"3271",1551,4,2022-08-31
"3272",1551,7,2022-09-30
"3273",1552,4,2022-04-30
"3274",1552,5,2022-05-31
"3275",1552,22,2022-06-30
"3276",1552,27,2022-07-31
"3277",1552,32,2022-08-31
"3278",1552,24,2022-09-30
"3279",1553,0,2022-04-30
"3280",1553,0,2022-05-31
"3281",1553,0,2022-06-30
"3282",1553,52,2022-07-31
"3283",1553,9,2022-08-31
"3284",1553,4,2022-09-30
"3285",1554,0,2022-04-30
"3286",1554,2,2022-05-31
"3287",1554,4,2022-06-30
"3288",1554,3,2022-07-31
"3289",1554,2,2022-08-31
"3290",1554,1,2022-09-30
"3291",1555,0,2022-04-30
"3292",1555,6,2022-05-31
"3293",1555,0,2022-06-30
"3294",1555,15,2022-07-31
"3295",1555,8,2022-08-31
"3296",1555,12,2022-09-30
"3297",1556,1,2022-04-30
"3298",1556,0,2022-05-31
"3299",1556,1,2022-06-30
"3300",1556,1,2022-07-31
"3301",1556,2,2022-08-31
"3302",1556,0,2022-09-30
"3303",1557,0,2022-04-30
"3304",1557,0,2022-05-31
"3305",1557,0,2022-06-30
"3306",1557,0,2022-07-31
"3307",1557,0,2022-08-31
"3308",1557,55,2022-09-30
"3309",1558,2,2022-04-30
"3310",1558,4,2022-05-31
"3311",1558,0,2022-06-30
"3312",1558,7,2022-07-31
"3313",1558,3,2022-08-31
"3314",1558,3,2022-09-30
"3315",1559,0,2022-04-30
"3316",1559,0,2022-05-31
"3317",1559,0,2022-06-30
"3318",1559,14,2022-07-31
"3319",1559,0,2022-08-31
"3320",1559,4,2022-09-30
"3321",1560,2,2022-04-30
"3322",1560,3,2022-05-31
"3323",1560,5,2022-06-30
"3324",1560,5,2022-07-31
"3325",1560,21,2022-08-31
"3326",1560,13,2022-09-30
"3327",1561,3,2022-04-30
"3328",1561,0,2022-05-31
"3329",1561,1,2022-06-30
"3330",1561,1,2022-07-31
"3331",1561,0,2022-08-31
"3332",1561,0,2022-09-30
"3333",1562,8,2022-04-30
"3334",1562,10,2022-05-31
"3335",1562,24,2022-06-30
"3336",1562,40,2022-07-31
"3337",1562,58,2022-08-31
